n_updates,fps,ep_reward_mean,total_timesteps,true_reward,policy_entropy,ep_len_mean,clipfrac,time_elapsed,approxkl,explained_variance,value_loss,serial_timesteps,policy_loss
704,52678,8.725649904123275,17600000,0.04316215,-2.8615327,203.43,0.194412,580.8590157032013,0.014946505,0.9908486492931843,0.0074433363,176000,0.0019081684
705,53316,8.682351809571728,17625000,0.04197141,-2.8566895,208.19,0.11374799,581.7093720436096,0.008516753,0.9715237207710743,0.022610128,176250,-0.002586702
706,53925,8.436359814410098,17650000,0.04177244,-2.8540256,199.18,0.12124,582.5290012359619,0.009003329,0.9863677518442273,0.01609203,176500,-0.0027766773
707,53718,8.829237985467916,17675000,0.04222778,-2.8531632,210.44,0.178172,583.3450200557709,0.013976055,0.9738865345716476,0.017848577,176750,-0.0012017762
708,54227,8.45002100896284,17700000,0.042989537,-2.8542714,199.7,0.13827601,584.161211013794,0.010499324,0.9905444588512182,0.007666963,177000,-0.00038899828
709,54152,8.316118239520584,17725000,0.04346151,-2.855647,194.88,0.22590402,584.9705903530121,0.01850825,0.9754762016236782,0.020365836,177250,0.002057376
710,54617,9.37435277047307,17750000,0.04476832,-2.8589036,208.66,0.25236002,585.7953650951385,0.021549882,0.9846411971375346,0.011874,177500,0.0047796033
711,53857,8.547199091053425,17775000,0.04316429,-2.8615286,199.9,0.19088,586.6165692806244,0.014535397,0.9843215644359589,0.013436836,177750,0.0012540632
712,55602,8.507957711633644,17800000,0.0413736,-2.8611646,206.03,0.113816,587.4409725666046,0.008648319,0.9781938437372446,0.016145732,178000,-0.0030484393
713,52699,8.296104950076824,17825000,0.04308223,-2.8591285,195.19,0.17604,588.2497892379761,0.012957941,0.9764557927846909,0.018611493,178250,0.00020853002
714,53898,8.445119083557602,17850000,0.043821864,-2.859288,196.61,0.139216,589.0863447189331,0.01028585,0.9827372338622808,0.013073565,178500,-0.0009261422
715,48769,8.90643452332588,17875000,0.04402366,-2.8613245,204.79,0.21409199,589.9202837944031,0.0174977,0.9816480558365583,0.0136719765,178750,0.0036316146
716,51313,8.699066657627982,17900000,0.043028288,-2.8605006,203.81,0.204132,590.8009414672852,0.015799318,0.9721974823623896,0.021053025,179000,-0.00027762025
717,56591,8.81746436319816,17925000,0.043424394,-2.860497,205.23,0.22901201,591.6469688415527,0.018474914,0.9840399920940399,0.013362216,179250,0.0025783146
718,56208,9.14964757306776,17950000,0.043032408,-2.8610997,212.08,0.11904399,592.4512588977814,0.0087981615,0.9775769617408514,0.017707575,179500,-0.0022337255
719,57170,8.971149079856355,17975000,0.043480936,-2.8579214,207.25,0.186052,593.2638976573944,0.014500767,0.9831518121063709,0.012810869,179750,-4.7056565e-05
720,57410,7.838876196648344,18000000,0.041684072,-2.8539329,191.4,0.23510802,594.0555136203766,0.021947721,0.9788192100822926,0.017709438,180000,0.005923223
721,56247,8.611987762243661,18025000,0.043845512,-2.8536546,199.91,0.111728,594.8483202457428,0.008555343,0.983228238299489,0.012855736,180250,-0.0034402083
722,56331,8.193389359907414,18050000,0.04232733,-2.8566315,195.35,0.174512,595.6710698604584,0.01325054,0.9814190845936537,0.016116954,180500,0.00043711966
723,57697,8.256181080795104,18075000,0.04030377,-2.8580055,201.71,0.166128,596.4848861694336,0.012845233,0.9813306573778391,0.016904492,180750,-0.00043201196
724,55111,9.163116065680915,18100000,0.042792104,-2.8582442,214.44,0.15326002,597.2879829406738,0.011342231,0.9736160561442375,0.020019146,181000,-0.0014292418
725,55161,8.95991516334585,18125000,0.043637604,-2.86003,206.2,0.22073999,598.1054677963257,0.016842311,0.9803030025213957,0.014719409,181250,0.0023086662
726,57422,8.929206447670548,18150000,0.04290504,-2.8597627,209.26,0.086928,598.9293920993805,0.0067153573,0.9833684302866459,0.012462439,181500,-0.0031216596
727,48624,9.8107189124865,18175000,0.0430087,-2.8557038,225.74,0.161212,599.7203938961029,0.0122066,0.9817438945174217,0.012429929,181750,-0.0002780095
728,56091,9.246120333774742,18200000,0.04347227,-2.854408,211.39,0.216952,600.5913817882538,0.016545326,0.989474224857986,0.008416253,182000,0.0034673896
729,56829,8.710594343994744,18225000,0.04298602,-2.855361,206.59,0.18169202,601.4027724266052,0.014989696,0.9815638083964586,0.013320106,182250,0.0017429225
730,51051,8.102968287869453,18250000,0.041575044,-2.8568366,194.86,0.185192,602.2149837017059,0.013961774,0.9808100461959839,0.018239234,182500,0.0008120249
731,57337,8.836168943773446,18275000,0.042245086,-2.8541977,207.96,0.19104402,603.0676348209381,0.0139819905,0.9839605465531349,0.01374237,182750,0.0016322028
732,58738,8.40339874981266,18300000,0.041066416,-2.8552613,204.54,0.10117201,603.8638896942139,0.00768118,0.9855940444394946,0.011995034,183000,-0.002287122
733,53514,8.404621413197347,18325000,0.042550493,-2.858556,198.18,0.192304,604.6578705310822,0.014735307,0.9748347830027342,0.021190105,183250,0.0020759648
734,57448,9.021342312547386,18350000,0.042379115,-2.8575184,213.64,0.26012,605.4893543720245,0.023387428,0.9816017765551805,0.013867848,183500,0.0061004944
735,55345,8.747565155819576,18375000,0.04252177,-2.8559017,205.7,0.17920001,606.2813329696655,0.014575044,0.9820754211395979,0.014593435,183750,0.0014084282
736,52637,8.833182833619485,18400000,0.041571278,-2.8559768,210.08,0.24360399,607.0836765766144,0.02092946,0.9829457122832537,0.015275071,184000,0.004382507
737,55748,8.872632669906789,18425000,0.042920638,-2.856928,209.23,0.215588,607.925140619278,0.017835516,0.990545492619276,0.007960469,184250,0.0036745078
738,50283,9.053918939180075,18450000,0.04329077,-2.8569636,209.18,0.20732,608.7354323863983,0.015778853,0.9876915933564305,0.010524521,184500,0.0017520618
739,56548,8.98445545293449,18475000,0.043166313,-2.8567636,210.51,0.302172,609.5907452106476,0.028346036,0.9821278136223555,0.01317119,184750,0.008409111
740,54423,8.863869916203653,18500000,0.041451905,-2.8533466,215.1,0.215224,610.388245344162,0.016855007,0.9809233155101538,0.014535819,185000,0.0013870873
741,55321,8.539543114200388,18525000,0.042074133,-2.8475888,205.09,0.184036,611.2022085189819,0.013531136,0.9805492050945759,0.014932873,185250,-0.00014977243
742,49856,8.464244149397691,18550000,0.04106107,-2.8424344,208.02,0.362,612.0259943008423,0.034337692,0.9813339691609144,0.017368222,185500,0.010513248
743,55285,9.11698597219599,18575000,0.04193232,-2.8390212,214.99,0.276788,612.9048087596893,0.0275232,0.9753526505082846,0.020984009,185750,0.0059385514
744,56851,8.413207130200608,18600000,0.04232112,-2.838951,200.91,0.16648,613.7378678321838,0.012832239,0.9873447455465794,0.009598976,186000,0.0010289133
745,55779,8.87147058598508,18625000,0.043055333,-2.8387775,207.97,0.2329,614.5369565486908,0.018332293,0.9872807962819934,0.0093483925,186250,0.0042174757
746,52098,9.108876244154963,18650000,0.043992784,-2.8393126,206.87,0.312312,615.3508851528168,0.031928316,0.9741962924599648,0.01808134,186500,0.008592883
747,53131,9.216065615021797,18675000,0.042658184,-2.8388429,216.39,0.162488,616.1990079879761,0.011795901,0.9782974515110254,0.016717039,186750,-8.098502e-05
748,53787,9.070792998742546,18700000,0.042551417,-2.8367922,213.54,0.21290402,617.0241847038269,0.017983465,0.981052815914154,0.012725681,187000,0.0038399752
749,51435,9.404207825770209,18725000,0.043233864,-2.8346748,216.48,0.238536,617.8461828231812,0.019017043,0.9807403292506933,0.013635653,187250,0.002762848
750,51188,8.261573282720782,18750000,0.042426508,-2.8336205,194.44,0.29458398,618.6974401473999,0.02694802,0.967638336122036,0.02797916,187500,0.008536434
751,56227,8.626490292715262,18775000,0.043003954,-2.8327708,204.13,0.109583996,619.550491809845,0.008308226,0.9849815163761377,0.011851439,187750,-0.0023527555
752,54568,8.373751224246808,18800000,0.043079935,-2.8329263,197.51,0.17366399,620.3553812503815,0.013596034,0.981789818033576,0.014336114,188000,0.0005162017
753,50536,9.140559615880921,18825000,0.04334596,-2.8353918,212.66,0.12180799,621.1643919944763,0.00924635,0.9851577123627067,0.013802661,188250,-0.0014568061
754,56026,8.688933293513692,18850000,0.041530963,-2.8383842,211.41,0.267356,622.0240581035614,0.022826362,0.9798214547336102,0.018141061,188500,0.0061866427
755,55882,9.381596037515301,18875000,0.042918876,-2.8359406,216.88,0.133616,622.8321416378021,0.009866772,0.9713531117886305,0.020220425,188750,-0.0018681844
756,56551,7.898157059701917,18900000,0.042071123,-2.8301744,189.86,0.34224004,623.6364514827728,0.037540972,0.9604726172983646,0.030613381,189000,0.009898359
757,51113,8.28076512149877,18925000,0.04327481,-2.8288112,193.94,0.17856398,624.4357087612152,0.014158237,0.9810724854469299,0.0154558215,189250,0.0016522069
758,55152,8.2463919851416,18950000,0.04319889,-2.8304167,192.8,0.35020396,625.3003118038177,0.03664217,0.9811934847384691,0.015906397,189500,0.010042754
759,55542,7.839926023672015,18975000,0.04170468,-2.8323264,190.78,0.15002,626.1230924129486,0.01136829,0.9840158428996801,0.016898237,189750,0.0006106499
760,55326,8.835664432262432,19000000,0.043763246,-2.8355944,204.81,0.17686,626.9321296215057,0.013652523,0.9872061554342508,0.013859135,190000,0.00226137
761,52897,8.281856459607711,19025000,0.042537507,-2.8389735,195.19,0.148264,627.7588365077972,0.011605936,0.9770431872457266,0.020700783,190250,0.0005102801
762,56246,8.721594148840705,19050000,0.042751573,-2.8394742,204.65,0.190064,628.6134541034698,0.014332453,0.9816683325916529,0.015388085,190500,0.00063281844
763,49780,8.074172975712282,19075000,0.04183677,-2.8373606,191.99,0.17162399,629.4312207698822,0.012619148,0.9865597719326615,0.0135066705,190750,0.00040950865
764,55745,8.281747388112707,19100000,0.041564785,-2.8359747,201.65,0.164288,630.3053929805756,0.012028414,0.9737215023487806,0.025626007,191000,-0.00019742544
765,47878,8.573580158541917,19125000,0.043059,-2.8373783,201.44,0.343292,631.1241812705994,0.033433925,0.9823194090276957,0.015009086,191250,0.009953151
766,53016,9.424997327637538,19150000,0.04365119,-2.8385806,216.81,0.381648,632.0107238292694,0.039003722,0.9903864813968539,0.007423128,191500,0.016408343
767,56800,8.174003556091739,19175000,0.04280697,-2.8384395,195.08,0.21240799,632.8465604782104,0.015506575,0.9834513943642378,0.01326793,191750,0.0024082374
768,49325,8.558950053519075,19200000,0.042988878,-2.838152,204.36,0.183932,633.6529009342194,0.014998515,0.990678807720542,0.0075248093,192000,0.0021054163
769,54485,8.681782696008922,19225000,0.042127926,-2.839067,208.81,0.332576,634.5168974399567,0.03207866,0.9798220004886389,0.0154142035,192250,0.008051455
770,56555,9.173754950724033,19250000,0.04363369,-2.8363507,208.75,0.41005197,635.3274064064026,0.053267263,0.9762930478900671,0.021736579,192500,0.015172477
771,55074,9.047139281878481,19275000,0.043377124,-2.8322442,207.46,0.26230797,636.1268725395203,0.025477532,0.9828989133238792,0.015418422,192750,0.003840298
772,55279,8.347023874823499,19300000,0.04141696,-2.8310723,204.09,0.277516,636.9424107074738,0.025996491,0.9906144179403782,0.009357579,193000,0.009457339
773,56218,8.171379141910183,19325000,0.04327396,-2.8334038,191.68,0.19261602,637.7666213512421,0.015509886,0.9775927439332008,0.020586237,193250,0.0014294407
774,53597,8.596002056612342,19350000,0.042265844,-2.8370001,203.26,0.35018,638.592618227005,0.034058798,0.9848921177908778,0.015755938,193500,0.012571889
775,53565,8.593127278084866,19375000,0.04424832,-2.8419023,192.95,0.214836,639.4182560443878,0.016189136,0.9825797695666552,0.01745849,193750,0.0035823588
776,56922,7.448174595770151,19400000,0.04322873,-2.8459055,177.65,0.278652,640.2510628700256,0.024364624,0.9806742072105408,0.018965598,194000,0.0059034303
777,56279,8.3693972187255,19425000,0.042909533,-2.8451405,197.27,0.18146,641.0536251068115,0.013308292,0.9687454029917717,0.0267821,194250,-0.00020024618
778,57482,7.851385223851594,19450000,0.041860364,-2.8434892,190.39,0.151564,641.8548219203949,0.011238502,0.9773021563887596,0.022341298,194500,-0.0005169183
779,52410,8.359301721594528,19475000,0.04320354,-2.8421645,196.06,0.14118801,642.6482307910919,0.010469233,0.9869927410036325,0.0118511915,194750,-0.00052345125
780,56886,8.489745273895998,19500000,0.04285517,-2.844409,201.3,0.19123201,643.4853093624115,0.015065206,0.9836022388190031,0.012349995,195000,0.0018737639
781,45173,8.936086263293037,19525000,0.04291714,-2.844359,207.19,0.26032,644.2888970375061,0.025221046,0.9739762768149376,0.021372326,195250,0.007061146
782,52033,8.924861989826077,19550000,0.04278442,-2.8432279,208.43,0.211988,645.2164835929871,0.016570501,0.9773820508271456,0.019506223,195500,0.0021071474
783,56112,9.17936314719962,19575000,0.043611456,-2.8418102,211.37,0.15274,646.067173242569,0.011350446,0.9855010230094194,0.010708036,195750,0.0016225248
784,55519,8.732724525285157,19600000,0.04456806,-2.8402054,195.84,0.21512398,646.869565486908,0.016336378,0.9813442882150412,0.015783243,196000,0.003532976
785,54701,7.8589611558096655,19625000,0.042536557,-2.83866,185.2,0.102620006,647.6791062355042,0.007749437,0.9837571065872908,0.01524308,196250,-0.0027152968
786,57212,8.661693214629867,19650000,0.04258959,-2.8385086,204.57,0.21078,648.4972820281982,0.016476654,0.9773266687989235,0.018275987,196500,0.0028822501
787,52375,8.733268635188578,19675000,0.043401744,-2.839568,202.76,0.171692,649.2932658195496,0.012644887,0.9845294179394841,0.012873734,196750,0.00082785415
788,49066,9.43545754978608,19700000,0.042720634,-2.8387263,219.11,0.176088,650.1350717544556,0.013836019,0.974042035639286,0.01937843,197000,0.0012276138
789,55888,8.93886023879284,19725000,0.043083403,-2.8391576,207.7,0.184496,650.9966099262238,0.014049696,0.9825938977301121,0.0131125925,197250,0.0008045492
790,56850,8.953153785474619,19750000,0.043384023,-2.841865,208.11,0.19116798,651.799608707428,0.0138460845,0.9810386784374714,0.014131434,197500,-0.0003277009
791,56913,9.212052561266646,19775000,0.04292587,-2.8451562,213.92,0.157108,652.6007072925568,0.01192251,0.9904881380498409,0.0082771955,197750,0.00060314924
792,57479,8.7510846809356,19800000,0.042507716,-2.8502553,207.61,0.21670398,653.4056012630463,0.015852857,0.9815163258463144,0.01516598,198000,0.00273671
793,56406,8.461322989587206,19825000,0.04196775,-2.8535504,199.76,0.203536,654.2052953243256,0.016720146,0.981127979233861,0.016427148,198250,0.0033046897
794,49144,8.036183833352407,19850000,0.04226743,-2.8561497,193.42,0.22999997,655.0143620967865,0.018554445,0.9850475415587425,0.012714979,198500,0.0040086424
795,47176,9.053286763536743,19875000,0.043822687,-2.8558383,204.26,0.261868,655.9842684268951,0.023922864,0.9639157094061375,0.02817269,198750,0.005804869
796,47807,8.934960750890896,19900000,0.042919863,-2.8552375,208.16,0.16217999,656.9322068691254,0.011754898,0.9828815348446369,0.014726078,199000,-0.00031617147
797,53490,8.778611905042217,19925000,0.041801114,-2.855036,209.21,0.21561201,657.8468203544617,0.016038636,0.980418661609292,0.017078841,199250,0.0030624373
798,54680,9.225089359943558,19950000,0.043699235,-2.856089,212.27,0.17577201,658.7156393527985,0.01295989,0.9851796040311456,0.01039243,199500,0.0011592119
799,53078,8.68526384305209,19975000,0.044185527,-2.8578906,199.06,0.11163201,659.5411684513092,0.008464582,0.9835969749838114,0.012851311,199750,-0.0016745068
800,52889,8.54229639043253,20000000,0.04323169,-2.8580298,197.76,0.207876,660.3979976177216,0.015850738,0.9805334433913231,0.018170502,200000,0.002509724
801,52808,8.33139267664068,20025000,0.04243285,-2.857328,199.59,0.161144,661.2505900859833,0.011994291,0.9847972067072988,0.012338106,200250,0.0005777618
802,51930,8.829686150397174,20050000,0.042660106,-2.8585916,206.61,0.21549599,662.1114029884338,0.0167411,0.9820285104215145,0.01460655,200500,0.0021366277
803,52974,9.293080043317751,20075000,0.042206984,-2.8593202,220.92,0.2013,662.9696793556213,0.015726238,0.9906444987282157,0.007217528,200750,0.002842552
804,55421,9.611982934218432,20100000,0.043247145,-2.859855,223.31,0.132592,663.8257164955139,0.010058671,0.9858546033501625,0.009988243,201000,-0.00050277857
805,55100,8.434189909426387,20125000,0.041518267,-2.8604228,203.85,0.26595598,664.6554937362671,0.022134807,0.986925832927227,0.0124535,201250,0.004253805
806,53434,8.545783320117808,20150000,0.042847667,-2.8596225,203.11,0.220064,665.4998021125793,0.01674911,0.9851616146042943,0.011826264,201500,0.0028753183
807,47433,9.035934485496055,20175000,0.04230277,-2.8583035,213.86,0.18338402,666.341953754425,0.013713339,0.9867976140230894,0.010943111,201750,-0.0011463666
808,54125,8.375045494472142,20200000,0.042056855,-2.8559377,199.08,0.259556,667.2490575313568,0.02093678,0.9813923332840204,0.017693702,202000,0.0040650084
809,54643,9.52059277189921,20225000,0.04400793,-2.854323,216.5,0.280168,668.0904281139374,0.024677638,0.9847279693931341,0.013771145,202250,0.0070367428
810,54267,8.977951954859309,20250000,0.04263048,-2.8545368,206.49,0.17745599,668.9243040084839,0.014360279,0.9835868291556835,0.015288515,202500,0.000679856
811,52995,7.856931090101525,20275000,0.042562027,-2.8552706,191.57,0.220256,669.7690622806549,0.017245041,0.9917451869696379,0.007276603,202750,0.003422542
812,51740,8.278968241974507,20300000,0.043142103,-2.856729,194.46,0.19017999,670.6251046657562,0.015040772,0.9881835812702775,0.010919222,203000,0.0013174597
813,52166,9.576297571427421,20325000,0.043668237,-2.8570573,219.13,0.28747198,671.4902966022491,0.025116142,0.978103581815958,0.014861132,203250,0.00650577
814,53757,8.750925957038271,20350000,0.040614195,-2.8574603,215.71,0.13318399,672.3540661334991,0.0098957615,0.9905051365494728,0.008322529,203500,-0.0014082344
